code,name,info,nit,cost
68828-116,Job,Retrovert uter-postpart,B5151ZZ,775.81208
36800-323,Vagram,Malign neopl choroid,041H49H,239.7727
36000-073,Subin,Opn brain lac-brief coma,0BWK32Z,843.01872
57520-0057,Temp,Adv eff polio vaccine,0XUR0JZ,999.32944
0591-0406,Zamit,Fertility testing,0QPH04Z,516.34647
21130-432,Holdlamis,Dietary surveil/counsel,0HHV81Z,860.26724
42248-128,Stronghold,Injury-explosives,01854ZZ,536.64876
52685-358,Transcof,Sprain of knee & leg NEC,018L0ZZ,146.6709
49738-897,Ronstring,Miliary TB NOS-no exam,0D1M0ZN,47.64112
0173-0836,Opela,Allerg arthritis-shlder,061Q4ZY,542.15584
41520-085,Asoka,Extrinsic eustach obstr,05LM0CZ,963.97245
58411-234,Otcom,Pois-propionic acid derv,0XHB03Z,709.29453
62699-1114,Opela,Injury popliteal vein,0JXF3ZZ,241.8457
13537-220,Otcom,Athscl extrm ntv art NOS,0FW033Z,208.48262
0463-8000,Holdlamis,Urethral hypermobility,06UN0JZ,940.05989
50268-291,Gembucket,Mixed lymphosarc spleen,0RBU4ZZ,379.58242
21695-181,Tin,Cataract w neovasculizat,0J9H30Z,686.1501
54569-5240,Cardify,War inj:prsn-brn fragmnt,0RUH07Z,958.7123
41250-074,Gembucket,Screen-blood dis NEC,0DVN3CZ,613.41588
0781-2228,Ronstring,Old disrupt lat collat,0RGV07Z,805.43121
51660-036,Matsoft,Cervical root lesion NEC,B22300Z,640.82791
54162-006,Zaam-Dox,Syphilis of muscle,0SGG3KZ,970.4491
52125-306,Wrapsafe,Primary CNS lymph spleen,0DBP8ZX,582.22042
0597-0186,Otcom,Proteus infection NOS,0WPK07Z,363.30728
54868-6070,Veribet,"Acute gingititis, plaque",0QW234Z,665.12949
24987-425,Bytecard,NB transitory tachypnea,BQ2XYZZ,481.51705
63981-100,Domainer,Zygomatic hypoplasia,04100Z9,315.75875
57826-426,Tempsoft,Prs ara wo inf/ntr w st,0D1307B,194.86532
0406-9204,Asoka,Open wnd trunk NEC-compl,021V08T,257.74609
68387-531,Otcom,"Inflam dis, penis NEC",0XHD03Z,674.10816
59726-256,Fix San,Cong cntrl hypovent synd,BP2V1ZZ,882.90854
0268-1001,Matsoft,Pyrophosph cryst-shlder,0SWJ37Z,519.46406
75854-309,Bamity,Abn react-renal dialysis,021109C,610.74819
68599-6106,Voltsillam,Cataract in inflam dis,021Q09A,946.0354
0113-0022,Tampflex,Galactorrhea preg-unspec,03170JD,678.3298
54973-2965,Stim,Adrenal disorder NEC,0N953ZX,664.86979
63629-2626,Stim,Stress incontinence male,0QB44ZX,318.00631
63029-444,Cardguard,Recur dislocat-forearm,0HHX31Z,230.47813
0378-0873,Voltsillam,Hematospermia,0JXL0ZC,294.68452
46672-645,Namfix,Gouty tophi of ear,0CU03JZ,50.31217
68645-424,Cardify,Unpow aircrf acc-chutist,05BD0ZZ,757.95285
52982-106,Viva,Fail sterile catheter,0T174JA,755.66116
63824-741,Gembucket,Bladder/urethra inj-open,089Y30Z,110.57056
36987-1247,Lotstring,Hered spastic paraplegia,0MQH4ZZ,908.88856
61727-321,Toughjoyfax,Tick-borne ricketts NEC,0NUP3KZ,651.61458
39822-4200,Otcom,Abn amnion NOS aff NB,0XU84KZ,728.64188
0268-0167,Fintone,Gstrontest vesl anomaly,2W5PX4Z,939.16295
63739-325,Y-Solowarm,Abnormal reflex,0T747DZ,645.50475
35356-544,Toughjoyfax,Toxic eff gas/vapor NEC,0D1M0ZP,331.45431
76123-245,Cardguard,NB hematological dis NOS,0U978ZZ,958.32659
0228-3659,Y-find,Poison-alcohol deterrent,04HS43Z,467.02819
67147-221,Zamit,Unsocial aggress-unspec,0JPT30Z,241.27616
41163-770,Opela,Late effect of radiation,0RU347Z,267.93947
60512-2011,Rank,Hdgk dis unsp xtrndl org,0PUG4JZ,723.27121
42086-101,Domainer,One eye-mod/oth-near tot,05B94ZZ,407.74462
11673-878,Bamity,Dis interphalan foot-opn,047D3D6,200.81937
53329-080,Bitwolf,Left heart failure,BW2FZZZ,359.03448
46122-215,Kanlam,Vertebral fx NOS-closed,0PBV3ZX,893.96487
37000-084,Flexidy,Burn acc not in bldg,0QWDXKZ,808.69482
67296-0320,Bitwolf,Iron defic anemia NOS,0W050KZ,141.25216
54868-0023,Prodder,RR acc w derail-pedest,0LCR3ZZ,105.18129
68084-581,It,Cardiac murmurs NEC,0FC14ZZ,838.36189
60429-362,Alpha,Chr stom ulc hem/perf-ob,0DW6X2Z,798.8626
53808-0689,Keylex,3rd deg burn eye,DFY38ZZ,373.64058
49288-0680,Matsoft,Fox-fordyce disease,0UNG7ZZ,741.09526
0067-0134,Stronghold,Rheum pulmon valve dis,0TLB0ZZ,590.46057
36987-1103,Fix San,Fx angle of jaw-closed,0QU93KZ,797.38581
54569-0075,Keylex,Posttransfusion purpura,0MUQ4KZ,70.07434
68988-050,Zaam-Dox,Ob pulmon embol NEC-unsp,XW03372,378.84059
52125-478,Matsoft,Unc behav neo skin,0WJD0ZZ,276.40508
57955-0817,Ronstring,Bacteriuria preg-unspec,04704F6,296.08414
36987-1259,Treeflex,Mv traff acc-mcycl psgr,099S3ZZ,460.80256
11673-957,Overhold,Radial styloid tenosynov,0RPT08Z,735.55526
53808-0994,Voyatouch,Undet circ-fall residenc,0FUC47Z,642.95832
54868-3671,Stringtough,Chr sphenoidal sinusitis,0SGB37Z,943.07273
52125-332,Wrapsafe,Fitting dental prosthes,0RUM07Z,682.2494
55714-2343,Bitchip,Tritan defect,0QQMXZZ,873.42966
0781-5421,Subin,Subjective tinnitus,04S94ZZ,255.37711
54569-3176,Matsoft,Abn pelv tiss obstr-unsp,0P5J0ZZ,891.1739
54949-001,Tin,Maternal injury aff NB,00N74ZZ,677.19491
0067-6346,Y-Solowarm,Protein-cal malnutr NEC,0JX13ZB,233.59878
44237-008,Zontrax,Hem early pg NEC-antepar,0RWWX7Z,146.70801
54162-045,It,Lipoid metabol dis NEC,0KMC4ZZ,774.14074
53329-079,Tampflex,Fx c3 vertebra-open,069N00Z,424.20335
55711-064,Zoolab,Insuf interocclusl-teeth,0HCCXZZ,505.39625
51400-001,Regrant,Chronic nephritis NEC,0SWN03Z,241.49583
13537-433,Latlux,Abnormal vep,0D1L87P,219.26427
37000-293,Tempsoft,Aseptic necrosis humerus,0SSD05Z,252.26858
64942-0891,Opela,Ob air embol-deliv w p/p,0CSB3ZZ,177.89514
21695-828,Zamit,Contusion NOS,0RG7071,161.27719
0378-0460,Bamity,Taenia solium intestine,02C34ZZ,239.3301
34645-3110,Asoka,Regular astigmatism,099M3ZZ,275.98233
25000-134,Cookley,Neo skin ear/ex canl NEC,9WB2XKZ,288.7561
51079-083,Sub-Ex,Open wound vagina-compl,0X923ZX,857.73263
42254-077,Tempsoft,Cl skull fx NEC-brf coma,0D1A47L,657.47477
0268-1029,Fintone,Pituitary dwarfism,0W3B4ZZ,672.3757
33261-146,Konklab,Joint dis NEC-hand,0D1H0ZN,887.76304
63776-270,Pannier,General medical exam NEC,3E0W3TZ,680.42487
0003-1612,Cardguard,Woodworking machine acc,04S84ZZ,158.79695
55154-5767,Sonair,Dental caries - enamel,0MBF4ZX,391.72615
48951-7015,Bitchip,Perforation of esophagus,0FRD4JZ,606.7881
59762-6723,Quo Lux,"Cyst of kidney, acquired",0SRR07Z,805.77829
55289-926,Stringtough,DMII hprsm nt st uncntrl,0XW74JZ,692.43105
43063-457,Andalax,Uterine tumor-antepartum,0HWUXKZ,876.8028
14783-550,Holdlamis,Leg ab w compl NOS-comp,0CQNXZZ,49.62015
52584-273,Sonair,"Amputat foot, bilat-comp",0SWB0BZ,419.07946
10812-091,Holdlamis,Pasteurellosis,0DT60ZZ,98.99272
67046-311,Bigtax,Boat acc inj NEC-docker,04V03Z6,713.3915
63739-456,Quo Lux,Opn cerebe cont-brf coma,2W5CXYZ,718.95384
50436-9933,Kanlam,Acc cut/hem w heart cath,0RPF4KZ,685.59038
52125-299,Mat Lam Tam,Oth ob compl-deliv w p/p,027047Z,319.65153
0006-0275,Stringtough,Varices of other sites,B92J1ZZ,744.84791
0268-6186,It,Chronic tension headache,080R3KZ,550.26652
54838-559,Namfix,Detrusr sphinc dyssnrgia,099E0ZX,648.11503
16590-234,Home Ing,Ab mammogram NOS,0NU54JZ,481.10612
65044-4702,Pannier,Amniotic embol-antepart,0WPK33Z,643.41628
49580-1406,Zontrax,Disorder of penis NOS,07U947Z,64.74642
0904-6193,Trippledex,Cardiogenic shock,0NBG0ZZ,923.76968
49911-884,Cookley,Fracture one rib-open,037V0G6,727.60403
51079-347,Wrapsafe,Thrombosis NEC-delivered,07V34DZ,541.90871
61010-1111,Hatity,Infantile hemiplegia,0Y9M40Z,248.91298
43595-080,Treeflex,Sciatic nerve lesion,0GBL0ZX,465.52092
0904-6091,Trippledex,Impaired renal funct NOS,037J05Z,792.54128
49967-075,Cookley,Injury-NOS,037U4FZ,271.31264
36987-2460,Stim,Syndactyl fing w fusion,0Y0C3KZ,875.61529
55648-734,Subin,Effects of thirst,03L60CZ,447.0406
13537-330,Ventosanzap,Screening-yellow fever,0D983ZX,928.57857
16714-356,Tres-Zap,Burn NOS wrist,021V4KR,541.26622
37000-368,Quo Lux,Polyarteritis nodosa,0X9H4ZZ,77.09402
0781-1635,Domainer,Unilat ing hernia w gang,0RWD4KZ,767.15459
52959-763,Wrapsafe,Trans hyperten-delivered,0YP93JZ,579.77951
55648-311,Latlux,Diplopia,F07F0FZ,752.92427
0378-6270,Mat Lam Tam,Schizophrenic dis-remiss,0NUG4JZ,377.37228
0006-0080,Bigtax,Juv osteochondros spine,0MCL0ZZ,106.90413
0054-4186,Zoolab,Acq esophag diverticulum,0N5N3ZZ,489.50872
62011-0050,Alpha,Bengn carcinoid oth site,0PUF0JZ,609.88264
0115-4433,Solarbreeze,War inj:nucl weapon NOS,0VWM83Z,190.45384
16995-001,Sonsing,Enterobiasis,0W1B0JJ,501.92388
49999-938,Subin,Fx mult cervical vert-cl,0DCH3ZZ,659.23855
55513-144,Cookley,Mechanical ectropion,047M06Z,832.51274
60505-2653,Daltfresh,Atrophy tongue papillae,08UD07Z,285.7321
55714-2347,Fintone,Fall-occup oth aircraft,03PY3CZ,152.17963
68788-9931,Opela,Chagas disease of heart,0DUN8KZ,262.44261
51079-567,Domainer,Brain hem open-deep coma,CW2MSZZ,504.15825
10122-325,Kanlam,Snow veh acc-st car,09PK3JZ,461.47388
49967-003,Voltsillam,Adv eff expectorants,0RPXX0Z,722.94238
53808-0587,Greenlam,Spon ab w compl NOS-unsp,F07L1EZ,712.09501
53808-0909,Y-find,Atriovent block NOS,0YUT4KZ,371.44409
60681-1403,Trippledex,Post-surgical forgn body,BY35YZZ,981.9536
51224-153,Latlux,Prs ara wo ntr w inf/st,D9033Z0,818.83375
57243-506,Tampflex,FB in anterior chamber,0T140KD,553.52597
59779-472,Voyatouch,CV dis NEC-deliver w p/p,0SJK3ZZ,4.21518
55111-727,Fintone,Abn toxicologic finding,0DQQ8ZZ,743.41721
55154-9430,Temp,Bordetella parapertussis,0UTK0ZZ,106.8904
58988-0022,Viva,Arthrop w hypersen react,0TU38KZ,252.44206
37205-724,Lotlux,Hx-allergy NEC,03160ZD,826.80239
68828-125,Bigtax,Cushing's syndrome,0LUJ0KZ,480.99357
0703-8540,Zoolab,Tackle football,03BC4ZZ,106.84611
68788-9795,Greenlam,Adhesive pericarditis,061247Y,509.29577
0942-6478,Matsoft,Alcoh dep NEC/NOS-unspec,085SXZZ,460.70169
58411-211,Vagram,Psychogenic sensory dis,2W1MX7Z,206.94689
51531-0332,Wrapsafe,Cl skul vlt fx-deep coma,041009D,393.04431
64117-102,Wrapsafe,Epilepsy-postpartum,DD13BBZ,213.0665
51346-146,Duobam,NB acidosis NEC,0UPH03Z,658.75236
64679-175,Fintone,Obstetric shock-unspec,0RG23J0,473.9778
0054-0199,Y-Solowarm,Pois-cns stimulant NOS,0KUW4JZ,147.74862
36987-1941,Stronghold,Meniere's disease NOS,037P4D6,370.27898
59050-444,Opela,Opn wnd knee/leg w tendn,0GB20ZX,732.38677
61570-131,Domainer,Malign neopl arm,07NL3ZZ,633.00361
0268-0864,Toughjoyfax,Early complic trauma NEC,0Y6Q0Z3,926.30974
36800-906,Transcof,TB meningitis-micro dx,0D20XUZ,901.34587
59078-041,Veribet,Trans arthropathy-l/leg,0K994ZX,497.11549
59741-119,Cardify,Puerperl sepsis-postpart,0RH00DZ,681.67167
0407-1412,Domainer,Fecal smearing,0Y0B3ZZ,320.36335
54973-2918,Biodex,Lumb/lumbosac disc degen,0TRC47Z,179.53198
42602-006,Regrant,Brain inj NEC-brief coma,BT071ZZ,472.52591
60306-115,Asoka,Adv eff succinimides,0QPL45Z,805.02976
62011-0161,Cardify,Ch embl thorac vein NEC,0HQT3ZZ,373.02344
11084-125,Ventosanzap,Oth curr cond-del w p/p,B221YZZ,92.11164
68828-164,Matsoft,Visual percept w/o fusn,0L9J4ZX,382.49547
0904-5769,Greenlam,Contusion of breast,0FH103Z,592.71367
51769-555,Home Ing,Dicalc phos cryst-shlder,037K3G6,219.12301
68788-9951,Zaam-Dox,Abn vagina in preg-unsp,CW5B1ZZ,703.21746
65862-112,Holdlamis,Oth urinry incontinence,0G9Q0ZZ,860.72961
0004-0068,Overhold,Acoustic trauma,04VC4EZ,250.52592
49349-040,Greenlam,Ret prod conc-del w p/p,0SGD45Z,20.0729
24208-735,Solarbreeze,Screen-alphafetoprotein,03UT4JZ,224.69925
21695-089,Cardguard,Fracture of sternum-clos,0SW443Z,850.45188
63629-5052,Cardguard,Other quadriplegia,0JPS33Z,37.50168
21130-271,Overhold,Ac laryngitis w obstruct,0UB04ZX,215.20546
68084-762,Trippledex,Undet circ-suf plast bag,009Y0ZX,827.2831
49999-151,Vagram,Botulism food poisoning,0CT70ZZ,393.25643
65044-1789,Tempsoft,Mv collision NOS-st car,0RPR33Z,589.24816
52125-886,Lotstring,Pois-skin/membr agnt NOS,BR10YZZ,221.10675
11822-5649,Solarbreeze,Cl skull base fx-concuss,0B910ZZ,106.20893
36987-2908,Transcof,Gonococcal eye NEC,0RHF48Z,493.21722
98132-712,Stim,Pulmon TB NEC-exam unkn,03UN37Z,200.84487
67751-132,Fintone,Antepartum hem NOS-deliv,06S54ZZ,280.11958
49348-500,Zontrax,Av block-2nd degree NEC,0X0D3JZ,885.89209
55154-2391,Rank,Open wound thyroid gland,09WD8SZ,755.25847
63629-3551,Otcom,Acq nasolacrml stenosis,00W042Z,60.5303
54868-4070,Lotlux,Dermatophyt scalp/beard,0RG2470,901.90273
53808-0634,Fintone,"Skew deviation, eye",09B50ZX,104.09494
25021-307,Bamity,Open wound finger-compl,0W194JG,840.27143
49035-449,Y-find,"Stress react, emotional",04HW03Z,963.05287
54868-5523,Subin,Sprain coracoclavicular,0KBP3ZZ,823.05373
47335-818,Latlux,Unspf acq deformity head,0B9640Z,225.40131
0904-6310,Span,Cong tot/subtot cataract,0K9J0ZX,426.07039
50383-618,Bamity,Loss labyrn react unilat,031J09G,38.9368
55312-213,Y-Solowarm,Syphilitic pericarditis,00QH0ZZ,119.53952
0615-7545,Prodder,Syphilis of tendon/bursa,05CN0ZZ,678.23313
55154-4978,Daltfresh,Legal execution,0PSV04Z,663.06902
68645-449,Stronghold,Mal neo upper lobe lung,047104Z,708.1353
41616-758,Greenlam,Creutzfldt-Jakob NEC/NOS,0BDN3ZZ,232.9241
52125-898,Zontrax,Illeg ab w met dis-unsp,0LCR0ZZ,310.4184
64762-884,Tresom,Ankylosis ear ossicl NEC,047K4D1,183.07021
49035-114,Tres-Zap,Retroperitoneum inj-open,0RP34JZ,185.01155
10812-354,Transcof,Idio perph auto neur NOS,0YQU3ZZ,676.87352
63187-027,Hatity,Flatul/eructat/gas pain,0M914ZX,224.22826
58755-0001,Cardguard,"BMI 35.0-35.9,adult",DD11BCZ,875.10256
61919-031,Home Ing,Machinery acc-pasngr,04QB4ZZ,627.7876
55154-0410,Biodex,War inj:aircrft collisn,0K9140Z,889.37312
50114-1103,Keylex,P/p coag def-del w p/p,0SS344Z,92.61239
54973-2917,Ventosanzap,Hx-circulatory dis NEC,0RGL47Z,590.91201
10812-168,Bigtax,Nonrheum tricusp val dis,0RHF48Z,548.64266
55319-064,Voltsillam,Hypotony due to fistula,0BU447Z,148.92901
35356-787,Cardguard,Claw hand,0C9F3ZX,485.54213
66993-416,Bytecard,Acute appendicitis NOS,03753D6,982.71146
55621-004,Konklab,Glauc w inc episcl press,09W707Z,69.48452
52862-009,Temp,Sprain shoulder/arm NOS,0X0B3ZZ,389.38328
57520-0985,Treeflex,Lumbosacral spondylosis,0S5M4ZZ,304.97115
21695-237,Pannier,Inadequate housing,0LUK0KZ,529.0983
68084-484,Bytecard,Ankle enthesopathy NEC,DB20JZZ,89.45842
76439-223,Temp,Impairm auditory discrim,0RHC43Z,175.19347
0065-0454,Kanlam,Uncert behavior neo NEC,09QR4ZZ,5.71998
53808-0927,Daltfresh,Open wound larynx-compl,021W4JB,660.73831
49288-0953,Gembucket,NB cardiac arrest,06V04CZ,281.48443
52533-024,Stim,Abn cervix NEC preg-unsp,0PSP45Z,661.24301
63922-600,Bigtax,TB esophagus-unspec,0473046,620.04402
0615-7830,Prodder,Dysenter arthrit-unspec,081Y3J3,81.39984
0078-0377,Duobam,Blepharophimosis,0SWD33Z,551.46501
36987-1945,Biodex,Unilat ing hernia w gang,0MBB3ZZ,961.00711
15127-963,Voyatouch,Adv eff hallucinogens,BQ3VY0Z,733.28516
68382-141,Ventosanzap,Gu TB NOS-cult dx,D91BB9Z,469.82986
60512-2020,Redhold,Adv eff emoll cathartics,0KXG4ZZ,735.11558
0338-0807,Prodder,Inj mult abd/pelv vessel,0QR247Z,970.17135
0135-0200,Toughjoyfax,Drug psy dis w hallucin,0NCK4ZZ,499.51564
68001-179,Ventosanzap,Foreign body anus/rectum,0Y964ZZ,389.88879
10356-101,Stim,Sewing,047P356,556.18134
64141-019,Voltsillam,Abdmnal mass rt lwr quad,01B53ZX,536.60938
0268-0081,Stim,Hearing loss NEC,0KNJ0ZZ,277.41868
55154-7465,Domainer,Ac kidney fail-postpart,0371466,752.24323
11084-068,Flexidy,Chr T & A dis NEC,021W08D,87.90248
50563-134,Mat Lam Tam,Cervical agenesis,0QSR35Z,399.74237
55910-947,Stringtough,Opn subarach hem-concuss,0B973ZZ,387.06389
50600-001,Fintone,Retroperiton infect NEC,0XUS0JZ,4.97985
24236-166,Stim,TB male gen NEC-cult dx,09CQ0ZZ,12.42315
55316-272,Zamit,Poison-antidepresnt NOS,0DVG8ZZ,534.88206
10096-0291,Otcom,Dentl caries-smooth surf,B31B010,114.01945
11534-156,Konklab,Mal neo head/face/neck,0RS4XZZ,131.40504
63824-171,Tin,Pois-parasympatholytics,DD1398Z,105.46189
43742-0060,Span,Hyperventilation,01543ZZ,625.94241
65044-3203,Sonair,Presenile delirium,06180ZB,847.63712
10237-817,Daltfresh,Mv n-traff NEC-pers NEC,0VBTXZZ,791.19309
43269-673,Sonair,Cyclophoria,B42HYZZ,745.14212
37808-357,Zaam-Dox,Fail mechan induct-unsp,D90D3ZZ,175.43627
22408-000,Voyatouch,Persistent insomnia,08SW3ZZ,30.94116
52584-630,Pannier,Puerp compl NOS-postpart,001U0J9,665.05372
49999-632,Temp,Salmonella infection NEC,04704EZ,131.57646
16714-406,Matsoft,Other alter consciousnes,0SHD33Z,254.11719
12546-110,Voltsillam,Fx neck of femur NOS-opn,B31N1ZZ,704.76463
21130-311,Pannier,Salmonella septicemia,0TL73CZ,827.43754
98132-182,Job,Vomit of preg NOS-unspec,0JWT30Z,688.38938
58767-722,Toughjoyfax,TB of spleen-unspec,04SK3ZZ,988.43811
59762-2858,Aerified,Inf spasm w intract epil,0L9040Z,786.1368
0071-2418,Biodex,Mal neo gi/intra-abd NEC,F07N6BZ,940.50797
65044-1703,Stim,Stricture of cervix,B512YZZ,709.89828
58503-037,Sub-Ex,Machine acc-unpow boat,07L04DZ,60.9761
65044-1121,Zoolab,Cervical auricle,00CT0ZZ,774.23233
0068-0021,Ronstring,Abo incompat/delay HTR,0X9G4ZX,925.98858
10019-653,It,Opn cerebel cont-concuss,0B9H4ZZ,763.71281
48951-1016,Holdlamis,Adv eff cardiovasc NEC,06R947Z,885.45585
30142-484,Stringtough,Ben neo male genital NEC,0DVB8DZ,831.76551
54868-5190,Home Ing,Traum arthropath-forearm,BQ2K0ZZ,191.11156
65044-1172,Sonsing,"Volleyball (beach,court)",0XQ94ZZ,682.50662
0075-8022,Alphazap,Bartonellosis,DB17B9Z,891.46428
13537-190,Pannier,Pregnancy test-positive,DD129CZ,442.12607
49483-341,Vagram,Jt stiffness NEC-mult jt,D9Y67ZZ,964.32
65862-686,Sub-Ex,Frontal lobe syndrome,0RRN0JZ,730.15071
36987-1415,Daltfresh,Foundling health care,0RQH3ZZ,135.52843
0168-0484,Solarbreeze,Personal histry malaria,BR0GZZZ,662.53995
53238-002,Tampflex,Epidem keratoconjunctiv,0WHL31Z,416.34904
59351-0331,Solarbreeze,X-ray/gamma ray exposure,DG003Z0,181.07021
68026-241,It,Mv coll w pedest-pedest,02703Z6,212.62593
54868-2131,Trippledex,"Pressure ulcer, site NEC",2W3LXYZ,363.60351
55154-7458,Hatity,Vaccin for common cold,0DC78ZZ,614.05107
10096-0182,Biodex,Old disrupt med collat,03RC47Z,204.77686
63629-3328,Veribet,Cardiorespirat probl NEC,04VV3DZ,694.92621
65044-6692,Holdlamis,3rd brn w loss-upper arm,0WWR73Z,488.16367
21130-336,Latlux,Cortex lacerat-mod coma,07U107Z,235.23879
64679-949,Holdlamis,Fx eight/more ribs-open,0R9B4ZX,764.13306
65862-048,Tresom,Adhesive capsulit shlder,0Y6C0Z2,520.13211
55154-2661,Tempsoft,TB of adrenal-exam unkn,07B33ZX,138.50144
54575-168,Sub-Ex,Congenital chordee,009X40Z,330.70502
76214-027,Tresom,Trigeminal neuralgia,0QC00ZZ,840.71794
41415-210,Ronstring,Herpes simplex eye NOS,0SH644Z,995.34631
61442-201,Zoolab,Tox uninod goit w crisis,0PWTXKZ,111.6924
0093-0233,Asoka,Delay del 2 twin-antepar,0VW400Z,887.74401
0363-4115,Temp,Sunburn,0L9300Z,471.65538
63323-270,Rank,Joint replaced hip,0R9F00Z,46.17128
0115-0672,Veribet,Ancylostoma NEC,0KB60ZX,194.26565
0615-1556,Subin,Jt derangement NOS-mult,0VW43KZ,685.98262
54868-2803,Bytecard,Hx of ECMO,0DWD3DZ,241.75953
54832-0001,Veribet,Ocl bslr art wo infrct,0H5BXZZ,272.98044
63304-531,Quo Lux,Craniofacial-orbit defor,01NK4ZZ,713.63528
63629-4699,Daltfresh,Failure in dosage NEC,0WWC01Z,153.31949
63323-140,Alphazap,Hereditary optic atrophy,2W4MX5Z,182.75819
49614-360,Stronghold,Undet circ-suffocate NOS,037S47Z,189.71897
49035-071,Stronghold,Erythromelalgia,04LE0ZZ,663.94583
15370-110,Prodder,Cervical root injury,0Q8P3ZZ,827.64444
0186-0370,Quo Lux,Function dis neutrophils,DD011ZZ,973.89212
0228-3230,Latlux,Difus sec atroph choroid,01QL3ZZ,128.54835
43857-0325,Wrapsafe,"Exostosis, site NOS",0TJ,54.65177
63776-310,Trippledex,Mening in oth nonbac dis,0HRFX73,812.07673
41520-693,Prodder,Somat dys head region,04VV0CZ,528.3086
0641-6000,Opela,Breast abscess-delivered,05B94ZX,876.39994
55910-413,Gembucket,Disl metatarsal NOS-open,01CN3ZZ,611.02968
0173-0831,Job,War inj:mortar,0QH645Z,17.59238
49288-0047,Duobam,Scrn malig neo-intes NOS,0WW001Z,548.92259
49349-839,Ventosanzap,Low birthwt status <500g,027134Z,65.83544
0093-8165,Subin,Mal neo nasopharynx NEC,0BWT0KZ,585.07379
25021-701,Andalax,Opn wound auditory canal,0VPD70Z,935.21416
68472-081,Bitchip,Skin anomaly NEC,4A14352,75.13364
65862-551,Job,Loose body-unspec,0TB48ZX,525.6055
65044-6589,Prodder,Mal neo adnexa NOS,041K4JL,603.88614
